Datetime,Temperature,Humidity
2021-09-25 22:02:28,22.90,65.50
2021-09-25 22:02:31,23.00,65.60
2021-09-25 22:02:33,23.00,65.60
2021-09-25 22:02:36,23.00,65.60
2021-09-25 22:08:56,23.00,65.40
2021-09-25 22:09:03,23.00,65.60
2021-09-25 22:09:06,23.00,65.60
2021-09-25 22:09:08,23.00,65.70
2021-09-25 22:09:11,22.90,65.60
2021-09-25 22:09:14,23.00,65.60
2021-09-25 22:09:16,23.00,65.60
2021-09-25 22:09:19,22.90,64.90
2021-09-25 22:09:21,23.00,65.60
2021-09-25 22:09:24,22.90,65.60
2021-09-25 22:09:26,23.00,65.60
2021-09-25 22:09:29,23.00,65.60
2021-09-25 22:09:31,22.90,65.50
2021-09-25 22:09:34,22.90,65.50
2021-09-25 22:09:36,23.00,65.60
2021-09-25 22:09:39,22.90,65.50
2021-09-25 22:09:41,23.00,65.60
2021-09-25 22:09:44,23.00,65.50
2021-09-25 22:09:46,23.00,65.60
2021-09-25 22:09:49,22.90,65.50
2021-09-25 22:09:52,22.90,65.50
2021-09-25 22:09:57,22.90,65.60
2021-09-25 22:09:59,23.00,65.50
2021-09-25 22:10:02,22.90,65.50
2021-09-25 22:10:04,23.00,65.50
2021-09-25 22:10:07,23.00,65.50
2021-09-25 22:10:14,23.00,65.50
2021-09-25 22:10:17,23.00,65.60
2021-09-25 22:10:24,23.00,65.50
2021-09-25 22:10:27,23.00,65.50
2021-09-25 22:10:30,23.00,65.50
2021-09-25 22:10:32,23.00,65.50
2021-09-25 22:10:35,23.00,66.00
2021-09-25 22:10:37,23.00,65.50
2021-09-25 22:10:42,23.00,65.50
2021-09-25 22:10:45,23.00,65.50
2021-09-25 22:10:50,23.00,65.50
2021-09-25 22:10:52,23.00,65.50
2021-09-25 22:10:55,23.00,65.50
2021-09-25 22:10:57,23.00,65.40
2021-09-25 22:11:00,23.00,65.40
2021-09-25 22:11:02,23.00,65.50
2021-09-25 22:11:05,23.00,65.50
2021-09-25 22:11:10,23.00,65.50
2021-09-25 22:11:13,23.00,66.40
2021-09-25 22:11:15,23.00,65.40
2021-09-25 22:11:18,23.00,65.40
2021-09-25 22:11:20,23.00,65.40
2021-09-25 22:11:23,23.00,65.50
2021-09-25 22:11:25,23.00,65.40
2021-09-25 22:11:28,23.00,65.40
2021-09-25 22:11:30,23.00,65.40
2021-09-25 22:11:33,23.00,65.40
2021-09-25 22:11:35,23.00,65.40
2021-09-25 22:11:40,23.00,65.40
2021-09-25 22:11:45,23.00,65.40
2021-09-25 22:11:48,23.00,65.40
2021-09-25 22:11:51,23.00,65.50
2021-09-25 22:11:56,23.00,65.40
2021-09-25 22:11:58,23.00,65.40
2021-09-25 22:12:01,23.00,65.40
2021-09-25 22:12:03,23.00,65.40
2021-09-25 22:12:08,23.00,65.40
2021-09-25 22:12:11,23.00,65.40
2021-09-25 22:12:13,23.00,65.40
2021-09-25 22:12:18,23.00,65.40
