Datetime,Temperature,Humidity
2021-09-27 18:26:52,20.9,49.6
2021-09-27 18:26:55,21.0,49.6
2021-09-27 18:27:01,20.9,49.6
2021-09-27 18:27:04,20.9,49.6
2021-09-27 18:27:07,20.9,49.6
2021-09-27 18:27:12,20.9,49.6
2021-09-27 18:27:16,20.9,49.6
2021-09-27 18:27:19,20.9,49.6
2021-09-27 18:27:22,20.9,49.6
2021-09-27 18:27:25,21.0,49.6
2021-09-27 18:27:28,20.9,49.6
2021-09-27 18:27:32,20.9,49.6
2021-09-27 18:27:35,20.9,49.6
2021-09-27 18:27:38,20.9,49.6
2021-09-27 18:27:42,20.9,49.6
2021-09-27 18:27:45,20.9,49.6
2021-09-27 18:27:50,20.9,49.6
2021-09-27 18:27:53,20.9,49.5
2021-09-27 18:27:56,20.9,49.6
2021-09-27 18:27:59,20.9,49.6
2021-09-27 18:28:04,20.9,49.6
2021-09-27 18:28:07,21.0,49.6
2021-09-27 18:28:10,21.0,49.6
2021-09-27 18:28:15,20.9,49.6
2021-09-27 18:28:20,21.0,49.6
2021-09-27 18:28:23,21.0,49.6
2021-09-27 18:28:26,20.9,49.6
2021-09-27 18:28:29,20.9,49.6
2021-09-27 18:28:33,21.0,49.6
2021-09-27 18:28:36,21.0,49.6
2021-09-27 18:28:41,20.9,49.6
2021-09-27 18:28:44,20.9,49.6
2021-09-27 18:28:47,20.9,49.6
2021-09-27 18:28:53,20.9,49.6
2021-09-27 18:28:58,20.9,49.6
2021-09-27 18:29:01,20.9,49.6
2021-09-27 18:29:04,20.9,49.6
2021-09-27 18:29:08,20.9,49.6
2021-09-27 18:29:12,20.9,49.6
2021-09-27 18:29:16,20.9,49.6
2021-09-27 18:29:21,20.9,49.6
2021-09-27 18:29:24,20.9,49.6
2021-09-27 18:29:31,20.9,49.6
2021-09-27 18:29:35,20.9,49.6
2021-09-27 18:29:38,20.9,49.6
2021-09-27 18:29:42,20.9,49.6
2021-09-27 18:29:47,20.9,49.5
